source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Cytotoxic NK/T cells	Naive T cells	HLA-E	CD8A	0.00220774692442262	0	HLA-E_CD8A	HLA-E - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Naive T cells	HLA-E	CD8A	0.0130481025429894	0	HLA-E_CD8A	HLA-E - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-F	CD8A	9.45076371515385e-05	0	HLA-F_CD8A	HLA-F - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-F	CD8A	7.15557824147363e-05	0	HLA-F_CD8A	HLA-F - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-F	CD8A	0.000469297923912497	0	HLA-F_CD8A	HLA-F - CD8A	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-A	CD8B	0.000450423513246158	0	HLA-A_CD8B	HLA-A - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-B	CD8B	0.000522823808374427	0	HLA-B_CD8B	HLA-B - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-B	CD8B	0.00292555643438356	0	HLA-B_CD8B	HLA-B - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-C	CD8B	0.000522635350197364	0.01	HLA-C_CD8B	HLA-C - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-C	CD8B	0.000468362476594499	0	HLA-C_CD8B	HLA-C - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-E	CD8B	0.000575874001743977	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-E	CD8B	0.00341003036608786	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-F	CD8B	7.79803627700782e-05	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-F	CD8B	5.90422746687735e-05	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	HLA-F	CD8B	0.00038722820141256	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	HLA-C	KIR2DL3	0.00195351977603155	0	HLA-C_KIR2DL3	HLA-C - KIR2DL3	MHC-I	Cell-Cell Contact	PMID: 28484462
B progenitor cells 5	Cytotoxic NK/T cells	HLA-C	KIR2DL3	0.00199160252988833	0	HLA-C_KIR2DL3	HLA-C - KIR2DL3	MHC-I	Cell-Cell Contact	PMID: 28484462
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-C	KIR2DL3	0.0017556102798161	0	HLA-C_KIR2DL3	HLA-C - KIR2DL3	MHC-I	Cell-Cell Contact	PMID: 28484462
Naive T cells	Cytotoxic NK/T cells	HLA-C	KIR2DL3	0.00931796975223087	0	HLA-C_KIR2DL3	HLA-C - KIR2DL3	MHC-I	Cell-Cell Contact	PMID: 28484462
Cytotoxic NK/T cells	Naive T cells	HLA-C	KIR2DL3	0.00913843157024651	0	HLA-C_KIR2DL3	HLA-C - KIR2DL3	MHC-I	Cell-Cell Contact	PMID: 28484462
B progenitor cells 5	Cytotoxic NK/T cells	HLA-E	KLRC1	0.000332342973663024	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-E	KLRC1	0.00038981553183433	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
Naive T cells	Cytotoxic NK/T cells	HLA-E	KLRC1	0.00230484754702814	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
B progenitor cells 5	Cytotoxic NK/T cells	HLA-E	CD94:NKG2A	0.000466173153655229	0	HLA-E_CD94:NKG2A	HLA-E - CD94:NKG2A	MHC-I	Cell-Cell Contact	PMID: 28484462
Cytotoxic NK/T cells	Cytotoxic NK/T cells	HLA-E	CD94:NKG2A	0.000544352688032263	0	HLA-E_CD94:NKG2A	HLA-E - CD94:NKG2A	MHC-I	Cell-Cell Contact	PMID: 28484462
Naive T cells	Cytotoxic NK/T cells	HLA-E	CD94:NKG2A	0.00322256247349978	0	HLA-E_CD94:NKG2A	HLA-E - CD94:NKG2A	MHC-I	Cell-Cell Contact	PMID: 28484462
B progenitor cells 5	B progenitor cells 5	HLA-DPA1	CD4	0.00125135208728304	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	HLA-DPA1	CD4	0.000170712856452592	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	HLA-DPA1	CD4	0.00070906753880619	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DPA1	CD4	0.000184664490005609	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DPA1	CD4	0.00080426037527065	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DPB1	CD4	0.001488826264386	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	HLA-DPB1	CD4	0.000108114440611991	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	HLA-DPB1	CD4	0.00070906753880619	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DPB1	CD4	0.000221739970177938	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DPB1	CD4	0.000966459992800907	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DQA1	CD4	0.000797659950116071	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DQA1	CD4	0.000115687888780492	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DQA1	CD4	0.000503146183980034	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DMA	CD4	0.000852573431950057	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DMA	CD4	0.000123910139227304	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DMA	CD4	0.000538995877870401	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DMB	CD4	0.000422919124734126	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DMB	CD4	6.04786046004292e-05	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DMB	CD4	0.00026273795733507	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DQA2	CD4	0.000142792657412063	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DQA2	CD4	2.02081719439272e-05	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DQA2	CD4	8.77191657692165e-05	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DOA	CD4	9.54003356239339e-05	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DOA	CD4	1.34775339661163e-05	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DOA	CD4	5.84950113185755e-05	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DOB	CD4	4.78032265650665e-05	0	HLA-DOB_CD4	HLA-DOB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DOB	CD4	6.74147883235137e-06	0	HLA-DOB_CD4	HLA-DOB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DOB	CD4	2.92552935407331e-05	0	HLA-DOB_CD4	HLA-DOB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DQB1	CD4	0.000852573431950057	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DQB1	CD4	0.000123910139227304	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DQB1	CD4	0.000538995877870401	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DRA	CD4	0.00219168102384192	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	HLA-DRA	CD4	0.000424243842906356	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	HLA-DRA	CD4	0.00250026914821911	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DRA	CD4	0.000335602152999451	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DRA	CD4	0.00146611904967646	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DRB1	CD4	0.000748824531947642	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	HLA-DRB1	CD4	6.38694493153312e-05	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	HLA-DRB1	CD4	0.000415437824905194	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DRB1	CD4	0.000108404416165679	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DRB1	CD4	0.000471399608393811	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	HLA-DRB5	CD4	0.000604186463750948	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	HLA-DRB5	CD4	8.69896760855749e-05	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	HLA-DRB5	CD4	0.000378113085111333	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	MPZL1	MPZL1	8.73617662726682e-08	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	MPZL1	MPZL1	1.2420400207036e-08	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	MPZL1	MPZL1	7.96599410047603e-08	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	MPZL1	MPZL1	1.2420400207036e-08	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	MPZL1	MPZL1	7.96599410047603e-08	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	JAG1	NOTCH1	3.62864689290771e-09	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
Cytotoxic NK/T cells	B progenitor cells 5	JAG1	NOTCH1	2.96189028498801e-09	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
Naive T cells	B progenitor cells 5	JAG1	NOTCH1	1.59490017843796e-08	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
B progenitor cells 5	Cytotoxic NK/T cells	JAG1	NOTCH1	2.94695840283731e-09	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
Cytotoxic NK/T cells	Cytotoxic NK/T cells	JAG1	NOTCH1	2.40546068909888e-09	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
Naive T cells	Cytotoxic NK/T cells	JAG1	NOTCH1	1.29527744850356e-08	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
B progenitor cells 5	Naive T cells	JAG1	NOTCH1	1.63474666002832e-08	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
Cytotoxic NK/T cells	Naive T cells	JAG1	NOTCH1	1.33436523293807e-08	0	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464
B progenitor cells 5	B progenitor cells 5	OCLN	OCLN	5.46039015775731e-10	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	B progenitor cells 5	OCLN	OCLN	4.46692162049292e-10	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	B progenitor cells 5	OCLN	OCLN	2.37707407904772e-09	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Cytotoxic NK/T cells	OCLN	OCLN	4.46692162049292e-10	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Cytotoxic NK/T cells	OCLN	OCLN	3.65420568566748e-10	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
Naive T cells	Cytotoxic NK/T cells	OCLN	OCLN	1.94458697877604e-09	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	Naive T cells	OCLN	OCLN	2.37707407904772e-09	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
Cytotoxic NK/T cells	Naive T cells	OCLN	OCLN	1.94458697877604e-09	0	OCLN_OCLN	OCLN - OCLN	OCLN	Cell-Cell Contact	KEGG: hsa04514
B progenitor cells 5	B progenitor cells 5	SEMA4D	PLXNB2	4.77254845423996e-12	0.01	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Naive T cells	B progenitor cells 5	SEMA4D	PLXNB2	2.08349009088041e-11	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Naive T cells	Cytotoxic NK/T cells	SEMA4D	PLXNB2	1.38426164590959e-11	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
B progenitor cells 5	B progenitor cells 5	SEMA4D	CD72	6.63590484752118e-08	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
Cytotoxic NK/T cells	B progenitor cells 5	SEMA4D	CD72	6.16823226470797e-08	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
Naive T cells	B progenitor cells 5	SEMA4D	CD72	2.89695267373316e-07	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
