	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SUPT16H	7.18277070713725e-19	0.276144857270581	0.42	0.221	1.18314599087965e-14	B progenitor cells 5	SUPT16H
TNFRSF1A	7.26176945903771e-19	0.271371467370339	0.403	0.206	1.19615866529269e-14	B progenitor cells 5	TNFRSF1A
COX5A	8.6290376144123e-19	0.293726329408046	0.663	0.419	1.42137507584599e-14	B progenitor cells 5	COX5A
UXT	8.72069663524685e-19	0.290345634275685	0.72	0.478	1.43647314975786e-14	B progenitor cells 5	UXT
MLLT11	9.10955538359535e-19	0.303937819965753	0.554	0.326	1.50052596278583e-14	B progenitor cells 5	MLLT11
SUMO3	1.56111092030641e-18	0.321990094106846	0.577	0.36	2.57146190792872e-14	B progenitor cells 5	SUMO3
MRPS16	1.65412176559602e-18	0.270422989672038	0.449	0.245	2.72466937228976e-14	B progenitor cells 5	MRPS16
PSMB3	1.74764216552553e-18	0.30514947437643	0.809	0.583	2.87871617505365e-14	B progenitor cells 5	PSMB3
NDUFB3	2.20048295675773e-18	0.278204445903551	0.577	0.345	3.62463552637134e-14	B progenitor cells 5	NDUFB3
SSR2	2.43400775637903e-18	0.296887269519584	0.7	0.471	4.00929757630754e-14	B progenitor cells 5	SSR2
MRPL57	2.56272002015688e-18	0.299386792997489	0.643	0.413	4.22131241720242e-14	B progenitor cells 5	MRPL57
RPA3	3.37327000639262e-18	0.265870797699594	0.491	0.277	5.55645035452993e-14	B progenitor cells 5	RPA3
NDUFS6	3.80046121211901e-18	0.283970335634758	0.594	0.37	6.26011970860243e-14	B progenitor cells 5	NDUFS6
AIP	9.12258200426361e-18	0.253072473271311	0.469	0.262	1.5026717077423e-13	B progenitor cells 5	AIP
SRSF4	9.93277086944668e-18	0.289846901971427	0.554	0.345	1.63612601761526e-13	B progenitor cells 5	SRSF4
CSRP2	1.05814706471105e-17	0.27611537183383	0.437	0.239	1.74297984499204e-13	B progenitor cells 5	CSRP2
XRCC6	1.61186925308891e-17	0.340684216262788	0.814	0.623	2.65507103368805e-13	B progenitor cells 5	XRCC6
NELFE	1.6622193287504e-17	0.266562775618517	0.529	0.311	2.73800767831766e-13	B progenitor cells 5	NELFE
ARPC3	1.97285387183831e-17	0.293111882275406	0.94	0.853	3.24968489769206e-13	B progenitor cells 5	ARPC3
ATP5C1	2.41803672947455e-17	0.313958686877147	0.783	0.593	3.98299010079048e-13	B progenitor cells 5	ATP5C1
RPA1	2.88699236468978e-17	0.262165319121516	0.457	0.255	4.75545382311701e-13	B progenitor cells 5	RPA1
SLC43A3	3.27180282641041e-17	0.274019802876629	0.451	0.251	5.38931361566324e-13	B progenitor cells 5	SLC43A3
KCNK12	4.61258099025511e-17	0.288148684234737	0.331	0.163	7.59784340714822e-13	B progenitor cells 5	KCNK12
RFC2	5.22318015482705e-17	0.283708543096754	0.417	0.229	8.60362235103112e-13	B progenitor cells 5	RFC2
UQCRC1	5.36914833829039e-17	0.278880844621736	0.549	0.346	8.84406114283193e-13	B progenitor cells 5	UQCRC1
HEMGN	7.99662008798008e-17	0.336808702347546	0.331	0.165	1.31720326089208e-12	B progenitor cells 5	HEMGN
DNAJA1	8.4327386104112e-17	0.282090583430572	0.763	0.538	1.38904070390693e-12	B progenitor cells 5	DNAJA1
NUDC	8.68076906450578e-17	0.286477888393279	0.686	0.457	1.42989628030539e-12	B progenitor cells 5	NUDC
TIMP1	8.70249922116662e-17	0.300305868044481	0.354	0.181	1.43347567171057e-12	B progenitor cells 5	TIMP1
PIM1	1.30018531927191e-16	0.341652939932274	0.6	0.395	2.14166525790469e-12	B progenitor cells 5	PIM1
RGS10	1.3749488457666e-16	0.271704532784846	0.323	0.159	2.26481573874674e-12	B progenitor cells 5	RGS10
PCMT1	1.38738955133077e-16	0.27845865320023	0.594	0.386	2.28530806895205e-12	B progenitor cells 5	PCMT1
USMG5	1.48004174999843e-16	0.333447757781651	0.746	0.559	2.43792477059742e-12	B progenitor cells 5	USMG5
HP1BP3	1.62096406417364e-16	0.297316547948381	0.631	0.416	2.67005200650682e-12	B progenitor cells 5	HP1BP3
PKM	1.7067807381803e-16	0.331286532244993	0.909	0.732	2.81140923193059e-12	B progenitor cells 5	PKM
ARPC5	2.73721077381072e-16	0.326046262371303	0.831	0.653	4.50873358662101e-12	B progenitor cells 5	ARPC5
PRDX3	2.78491382520206e-16	0.289960413008082	0.577	0.375	4.58731005287283e-12	B progenitor cells 5	PRDX3
RNASEH2C	3.15101020614023e-16	0.292293427602726	0.603	0.4	5.19034401155419e-12	B progenitor cells 5	RNASEH2C
MEA1	3.29494790374318e-16	0.269669739338671	0.446	0.259	5.42743818704577e-12	B progenitor cells 5	MEA1
HSBP1	4.32076878942512e-16	0.260530593744605	0.56	0.352	7.11717034994106e-12	B progenitor cells 5	HSBP1
NARFL	4.50658077789794e-16	0.261211945842747	0.549	0.336	7.42323985735349e-12	B progenitor cells 5	NARFL
MT-CO3	4.91843695949127e-16	0.303090430864189	1	0.996	8.10164935967402e-12	B progenitor cells 5	MT-CO3
NDUFAF3	5.12494168756693e-16	0.262975287467941	0.674	0.453	8.44180394776025e-12	B progenitor cells 5	NDUFAF3
MYO1G	8.45590098095089e-16	0.291211951057704	0.534	0.335	1.39285600958223e-11	B progenitor cells 5	MYO1G
NDUFA9	8.81498342124124e-16	0.251507366015575	0.426	0.24	1.45200406914686e-11	B progenitor cells 5	NDUFA9
SNRPD1	9.46802629120288e-16	0.275155919696689	0.711	0.495	1.55957329068694e-11	B progenitor cells 5	SNRPD1
RAB8A	9.74171583239498e-16	0.280611584216512	0.586	0.38	1.6046554319121e-11	B progenitor cells 5	RAB8A
ITM2C	1.272561114208e-15	0.265491668115604	0.46	0.268	2.09616266732342e-11	B progenitor cells 5	ITM2C
KRTCAP2	1.76711304866227e-15	0.278451450043547	0.597	0.396	2.9107886137565e-11	B progenitor cells 5	KRTCAP2
PTMS	1.82882525577629e-15	0.399831032653409	0.277	0.136	3.01244096131471e-11	B progenitor cells 5	PTMS
ID2	2.08750735711494e-15	0.380683301076804	0.64	0.45	3.43854211863974e-11	B progenitor cells 5	ID2
SMARCB1	2.76611238447908e-15	0.301039006508302	0.751	0.546	4.55634031971393e-11	B progenitor cells 5	SMARCB1
TRAPPC1	2.78517679595285e-15	0.262564972031487	0.651	0.428	4.58774321829354e-11	B progenitor cells 5	TRAPPC1
METTL9	3.00883948955929e-15	0.28217413252781	0.669	0.466	4.95616040720207e-11	B progenitor cells 5	METTL9
MAPRE1	3.04140942059828e-15	0.279063325860303	0.617	0.419	5.00980959760948e-11	B progenitor cells 5	MAPRE1
ARL6IP6	6.09828755421956e-15	0.270625020920435	0.529	0.331	1.00450992593105e-10	B progenitor cells 5	ARL6IP6
MGMT	6.78669088874044e-15	0.288362333296814	0.534	0.34	1.11790372319332e-10	B progenitor cells 5	MGMT
FAM212A	7.54636420120877e-15	0.256735052282245	0.457	0.273	1.24303711122311e-10	B progenitor cells 5	FAM212A
PSMB2	8.36159058804169e-15	0.264477916214935	0.617	0.415	1.37732120166223e-10	B progenitor cells 5	PSMB2
NDUFB1	8.8767751257079e-15	0.285309678179556	0.683	0.491	1.46218239870661e-10	B progenitor cells 5	NDUFB1
UQCRH1	9.02175740936397e-15	0.34106233395192	0.831	0.68	1.48606388047043e-10	B progenitor cells 5	UQCRH
GNA15	1.112712127211e-14	0.257160244355041	0.5	0.307	1.83285941594197e-10	B progenitor cells 5	GNA15
SNRPB	1.21597214536857e-14	0.285101144865216	0.831	0.637	2.00294931785111e-10	B progenitor cells 5	SNRPB
SRRM2	3.47614026101394e-14	0.267925677936817	0.706	0.494	5.72589823794216e-10	B progenitor cells 5	SRRM2
RP1-34B20.211	3.77021902751172e-14	0.280396036834386	0.32	0.165	6.2103047821173e-10	B progenitor cells 5	RP1-34B20.21
ANKRD11	4.63512087204349e-14	0.25326053992765	0.466	0.283	7.63497110043003e-10	B progenitor cells 5	ANKRD11
CCNI	5.04860963081312e-14	0.274739621406074	0.954	0.857	8.31606978387538e-10	B progenitor cells 5	CCNI
ZNF706	5.13344555857044e-14	0.25446619469072	0.609	0.413	8.45581152407722e-10	B progenitor cells 5	ZNF706
CCT5	5.2782549259839e-14	0.277415599048574	0.554	0.367	8.69434151408067e-10	B progenitor cells 5	CCT5
MT-ATP6	7.83129704585286e-14	0.286156019758733	0.994	0.991	1.28997124939288e-09	B progenitor cells 5	MT-ATP6
MT-ND21	3.30566509452151e-13	0.402366252038774	0.997	0.993	5.44509154369584e-09	B progenitor cells 5	MT-ND2
CBX3	3.61386400870248e-13	0.263183427258697	0.789	0.596	5.95275679513472e-09	B progenitor cells 5	CBX3
DDAH2	6.88071514094993e-13	0.291724758254545	0.871	0.721	1.13339139801727e-08	B progenitor cells 5	DDAH2
CAP1	9.97637283245664e-13	0.281516807015182	0.774	0.608	1.64330813296226e-08	B progenitor cells 5	CAP1
FABP5	1.7088069097025e-12	0.259152912184688	0.423	0.26	2.81474674166195e-08	B progenitor cells 5	FABP5
LDHA	1.80164309393607e-12	0.266574095357244	0.771	0.579	2.96766650433149e-08	B progenitor cells 5	LDHA
MT-ND61	4.26315974064744e-12	0.268765716230735	0.411	0.248	7.02227672479447e-08	B progenitor cells 5	MT-ND6
ERH	6.20507571920123e-12	0.258269036761684	0.866	0.708	1.02210007246683e-07	B progenitor cells 5	ERH
EIF2S2	6.53170172104831e-12	0.26333807134642	0.654	0.464	1.07590190749108e-07	B progenitor cells 5	EIF2S2
NRN11	6.70227720632177e-12	0.434950044279531	0.483	0.336	1.10399910142532e-07	B progenitor cells 5	NRN1
ATP5O	1.67675255533824e-11	0.250398897743945	0.803	0.625	2.76194680915314e-07	B progenitor cells 5	ATP5O
HIST1H2BJ1	2.66129355681696e-11	0.300005121463255	0.297	0.167	4.38368274678889e-07	B progenitor cells 5	HIST1H2BJ
NPY1	4.3618642141387e-11	0.28553728455517	0.614	0.432	7.18486273352927e-07	B progenitor cells 5	NPY
HMG20B	1.57301764870232e-10	0.258194225322083	0.463	0.309	2.59107467094247e-06	B progenitor cells 5	HMG20B
UCP21	8.91369456617112e-10	0.346816235395272	0.717	0.581	1.46826376893971e-05	B progenitor cells 5	UCP2
PTPN6	1.24597726470058e-08	0.250899533029603	0.317	0.196	0.000205237375041479	B progenitor cells 5	PTPN6
LST11	2.94424903233395e-08	0.282194089679731	0.803	0.663	0.000484976700606049	B progenitor cells 5	LST1
ZFP36L1	3.41854423888043e-07	0.309021193554907	0.631	0.527	0.00563102607028385	B progenitor cells 5	ZFP36L1
MS4A11	4.80385621996265e-07	0.354321517678243	0.286	0.183	0.00791291196552248	B progenitor cells 5	MS4A1
FOSB1	3.01626149573338e-05	0.255622545356256	0.534	0.448	0.496838593577202	B progenitor cells 5	FOSB
IGLL1	9.21761427348919e-05	0.534648652025252	0.363	0.288	1	B progenitor cells 5	IGLL1
JUN1	0.000197221430972561	0.289551035762123	0.814	0.816	1	B progenitor cells 5	JUN
IGLL11	1.93168370213825e-264	2.20883953850653	0.973	0.261	3.18186939416213e-260	B progenitor cells 6	IGLL1
LRRC26	9.60768947303452e-40	0.472878817147603	0.435	0.161	1.58257860999825e-35	B progenitor cells 6	LRRC26
VPREB3	4.80001247418567e-35	0.568278669864962	0.97	0.9	7.90658054747863e-31	B progenitor cells 6	VPREB3
CYGB	1.61274071787175e-30	0.526993622293933	0.607	0.325	2.65650651047834e-26	B progenitor cells 6	CYGB
IGFBP7	1.1179275907001e-26	0.303759563175984	0.254	0.083	1.8414503274012e-22	B progenitor cells 6	IGFBP7
CD991	3.61910413667099e-16	0.371432704045971	0.949	0.847	5.96138833392446e-12	B progenitor cells 6	CD99
NUCB21	5.29986384621402e-15	0.356475651994742	0.547	0.364	8.72993572748373e-11	B progenitor cells 6	NUCB2
HPS4	1.02631746642527e-13	0.397957204863556	0.773	0.624	1.69055013069571e-09	B progenitor cells 6	HPS4
GYPC1	8.05383820110631e-13	0.303031417836416	0.393	0.23	1.32662822848623e-08	B progenitor cells 6	GYPC
RPL131	1.63500548510791e-12	0.260463564140971	1	0.999	2.69318103506974e-08	B progenitor cells 6	RPL13
NACA	2.91370213158344e-12	0.273851371316976	0.982	0.97	4.79945015114423e-08	B progenitor cells 6	NACA
CLEC11A2	4.63780140537934e-12	0.323913037302279	0.396	0.237	7.63938647494085e-08	B progenitor cells 6	CLEC11A
CMTM2	3.28843930377812e-11	0.310948485023616	0.317	0.184	5.41671722118333e-07	B progenitor cells 6	CMTM2
ADRBK1	4.75831836179691e-11	0.352695456348778	0.559	0.409	7.83790200555188e-07	B progenitor cells 6	ADRBK1
UHRF1	1.150722353509e-09	0.381614333485234	0.909	0.834	1.89546986070003e-05	B progenitor cells 6	UHRF1
RPS241	1.86078615556601e-08	0.258783493755482	1	0.995	0.000306508695544833	B progenitor cells 6	RPS24
RP3-380B8.41	2.41614257686476e-08	0.258580810945054	0.323	0.201	0.000397987005261163	B progenitor cells 6	RP3-380B8.4
LMNA	2.67248260938407e-178	0.907292422364318	0.406	0.04	4.40211335417743e-174	B progenitor cells 7	LMNA
TAGLN2	4.57694353360221e-115	1.41227306113915	0.846	0.367	7.53914138854956e-111	B progenitor cells 7	TAGLN2
CRIP11	3.41918638838624e-109	1.35082623838049	0.748	0.269	5.63208381894981e-105	B progenitor cells 7	CRIP1
EMP31	6.70742284673086e-77	0.918002189102638	0.717	0.284	1.10484669131351e-72	B progenitor cells 7	EMP3
VIM1	2.08880101949782e-55	1.0862161850701	0.833	0.505	3.44067303931681e-51	B progenitor cells 7	VIM
ANXA2	8.79642818601014e-53	0.381779660153687	0.305	0.07	1.44894765079959e-48	B progenitor cells 7	ANXA2
MTHFD21	9.07788842983957e-51	0.631638592393844	0.362	0.102	1.49530978216317e-46	B progenitor cells 7	MTHFD2
PTPN61	5.4457748314145e-41	0.539457165439271	0.481	0.189	8.97028030230596e-37	B progenitor cells 7	PTPN6
MTSS1	1.4134462796665e-39	0.305580191390145	0.255	0.063	2.32822871186667e-35	B progenitor cells 7	MTSS1
PLP21	1.01238177433533e-37	0.529248354537745	0.494	0.212	1.66759525868515e-33	B progenitor cells 7	PLP2
TMBIM1	1.32409202606517e-37	0.348474238170213	0.365	0.122	2.18104438533455e-33	B progenitor cells 7	TMBIM1
ATF5	1.03440092647133e-35	0.686837692109573	0.308	0.1	1.70386520608357e-31	B progenitor cells 7	ATF5
ADGRE5	4.28888005994549e-33	0.602967838772287	0.607	0.325	7.06464323474222e-29	B progenitor cells 7	ADGRE5
CARS	6.27688371070918e-22	0.275176187065393	0.286	0.112	1.03392828482802e-17	B progenitor cells 7	CARS
CORO1A1	8.1747765375172e-22	0.510318806271309	0.748	0.537	1.34654919125983e-17	B progenitor cells 7	CORO1A
EZR	3.83103472607534e-21	0.411156604717545	0.667	0.434	6.3104804007913e-17	B progenitor cells 7	EZR
KLF21	6.25115471122376e-21	0.507105153621703	0.686	0.427	1.02969020403278e-16	B progenitor cells 7	KLF2
RHOA	1.58139518831832e-20	0.457346021127716	0.915	0.848	2.60487415419793e-16	B progenitor cells 7	RHOA
ESYT1	2.41671467873386e-20	0.274129674346376	0.343	0.153	3.98081241881042e-16	B progenitor cells 7	ESYT1
CLIC11	1.07150969646892e-19	0.421792532989361	0.915	0.854	1.76499077202361e-15	B progenitor cells 7	CLIC1
LRRFIP1	7.49700065919745e-19	0.373575643017366	0.704	0.48	1.234905948583e-14	B progenitor cells 7	LRRFIP1
ANXA6	5.24836776780628e-18	0.306693452489948	0.352	0.172	8.6451113871305e-14	B progenitor cells 7	ANXA6
IPO11	5.28294470639285e-18	0.287143184419792	0.305	0.137	8.7020665203703e-14	B progenitor cells 7	IPO11
LIMD21	5.95942085167674e-18	0.40888737153794	0.651	0.425	9.81635802688193e-14	B progenitor cells 7	LIMD2
EIF11	1.41869022584325e-17	0.39768343597666	1	0.993	2.336866540009e-13	B progenitor cells 7	EIF1
UCP22	9.36734198273641e-16	0.641359747303829	0.711	0.582	1.54298857139634e-11	B progenitor cells 7	UCP2
CD63	2.40833838874892e-15	0.341526491584578	0.613	0.414	3.96701499394722e-11	B progenitor cells 7	CD63
HVCN1	4.78143961938648e-15	0.27058023505494	0.362	0.188	7.8759873410534e-11	B progenitor cells 7	HVCN1
S100A6	5.10909456077898e-15	0.30856981319991	0.406	0.224	8.41570056051513e-11	B progenitor cells 7	S100A6
RSL24D1	5.17787719015133e-15	0.338716108313032	0.701	0.493	8.52899930761727e-11	B progenitor cells 7	RSL24D1
PHGDH1	8.53569688291906e-15	0.481364366864022	0.274	0.134	1.40599999055443e-10	B progenitor cells 7	PHGDH
S100A4	8.53596985943564e-15	0.45418607027502	0.456	0.273	1.40604495524624e-10	B progenitor cells 7	S100A4
IL2RG	9.8512414076885e-15	0.262049090961579	0.535	0.323	1.62269648467445e-10	B progenitor cells 7	IL2RG
ANXA5	1.03330509121979e-14	0.284408907353662	0.406	0.228	1.70206014625723e-10	B progenitor cells 7	ANXA5
RHOB1	1.36188151426335e-14	0.410011062887037	0.412	0.235	2.2432912302946e-10	B progenitor cells 7	RHOB
CD27	1.84742568439014e-14	0.473868505995808	0.591	0.415	3.04307958732744e-10	B progenitor cells 7	CD27
KLF61	6.95997029980707e-14	0.440085932835623	0.726	0.541	1.14644630778422e-09	B progenitor cells 7	KLF6
MYL12A	8.50137786272105e-14	0.339229511587364	0.836	0.666	1.40034696154741e-09	B progenitor cells 7	MYL12A
TSC22D31	1.21872409246843e-13	0.330153073351022	0.899	0.774	2.007482325114e-09	B progenitor cells 7	TSC22D3
EIF2S21	1.33090735314535e-13	0.371522281497073	0.651	0.465	2.19227059210102e-09	B progenitor cells 7	EIF2S2
NDUFB2	3.80432917393171e-13	0.295148557497319	0.692	0.495	6.26649101530031e-09	B progenitor cells 7	NDUFB2
PRELID1	8.35815025303104e-13	0.254897564959289	0.421	0.251	1.37675450967927e-08	B progenitor cells 7	PRELID1
EIF4EBP1	1.38507004243543e-12	0.303308586142107	0.314	0.171	2.28148737389964e-08	B progenitor cells 7	EIF4EBP1
MYO1G1	2.27493494920673e-12	0.290695884631925	0.519	0.337	3.74727284833333e-08	B progenitor cells 7	MYO1G
CRMP11	5.18885307281706e-12	0.337764312973267	0.431	0.276	8.54707878154425e-08	B progenitor cells 7	CRMP1
YWHAH1	5.7122730381875e-12	0.345187676541347	0.664	0.511	9.40925614850245e-08	B progenitor cells 7	YWHAH
EIF5A	6.43442954085114e-12	0.337322215195071	0.679	0.514	1.059879233969e-07	B progenitor cells 7	EIF5A
C12orf571	8.77275593920281e-12	0.32299737271714	0.465	0.304	1.44504835830549e-07	B progenitor cells 7	C12orf57
POMP	1.24120428099703e-11	0.316710968695524	0.799	0.663	2.04451169165831e-07	B progenitor cells 7	POMP
TPM3	1.3778661791514e-11	0.28984842981619	0.887	0.751	2.26962117029818e-07	B progenitor cells 7	TPM3
DBI	2.16891699258856e-11	0.331046601304681	0.635	0.472	3.57264007019187e-07	B progenitor cells 7	DBI
SLC3A21	2.33803253032337e-11	0.364489382513125	0.39	0.244	3.85120718394866e-07	B progenitor cells 7	SLC3A2
HINT1	4.57640193261112e-11	0.28715147460109	0.808	0.658	7.53824926339704e-07	B progenitor cells 7	HINT1
PPIB	1.01900992054265e-10	0.338980940796135	0.557	0.387	1.67851314111786e-06	B progenitor cells 7	PPIB
SARS	1.48596173094595e-10	0.275454012318686	0.374	0.232	2.44767616321417e-06	B progenitor cells 7	SARS
HERPUD1	1.82233535896692e-10	0.340129051162127	0.318	0.186	3.00175080329032e-06	B progenitor cells 7	HERPUD1
ARHGDIA	4.37252558851956e-10	0.273155343200149	0.67	0.513	7.20242414940943e-06	B progenitor cells 7	ARHGDIA
TMED10	4.94069721523086e-10	0.261206395236166	0.531	0.376	8.13831645292826e-06	B progenitor cells 7	TMED10
FHL1	6.02850968894542e-10	0.307923125967557	0.497	0.352	9.93016115963089e-06	B progenitor cells 7	FHL1
RHOC	6.63886880941254e-10	0.255473824617252	0.318	0.187	1.09355447028643e-05	B progenitor cells 7	RHOC
RTN4	6.9471554467802e-10	0.253678372036463	0.695	0.539	1.14433544519363e-05	B progenitor cells 7	RTN4
ARPC2	7.09463773283981e-10	0.275378183803534	0.865	0.763	1.16862872735337e-05	B progenitor cells 7	ARPC2
FAM3C	1.40552345128041e-09	0.35774452425586	0.415	0.278	2.31517822894909e-05	B progenitor cells 7	FAM3C
VIMP	3.63131710990013e-09	0.284616677487065	0.308	0.182	5.9815055434275e-05	B progenitor cells 7	VIMP
ENO11	5.29833616072598e-09	0.292807713226083	0.789	0.66	8.72741932394783e-05	B progenitor cells 7	ENO1
MYADM1	1.5693295188371e-08	0.26792202044905	0.642	0.502	0.000258499958342848	B progenitor cells 7	MYADM
HSP90AB11	1.24688132374194e-07	0.326225070128892	0.814	0.753	0.00205386291646773	B progenitor cells 7	HSP90AB1
CD992	2.30356480524015e-07	0.29725424888736	0.877	0.85	0.00379443194719158	B progenitor cells 7	CD99
TUBA1A2	2.66157237150618e-07	0.250902399696638	0.89	0.81	0.00438414201034498	B progenitor cells 7	TUBA1A
ZFP36L11	5.59654512476376e-07	0.254107864883478	0.648	0.527	0.00921862912951086	B progenitor cells 7	ZFP36L1
PMAIP1	5.61319906035526e-07	0.280770156652276	0.462	0.34	0.00924606149221719	B progenitor cells 7	PMAIP1
TMED2	5.82018013630086e-07	0.305637383162167	0.654	0.543	0.00958700072051477	B progenitor cells 7	TMED2
GSN	9.2992454262295e-07	0.302136918742651	0.45	0.331	0.0153177170660852	B progenitor cells 7	GSN
NEAT1	2.17078263589171e-06	0.265343565103603	0.654	0.545	0.0357571315784083	B progenitor cells 7	NEAT1
HSPA5	4.78325009126592e-06	0.398758862731271	0.462	0.371	0.0787896955033322	B progenitor cells 7	HSPA5
HSP90B1	5.38783061445512e-06	0.271201842507341	0.45	0.339	0.0887483458813047	B progenitor cells 7	HSP90B1
SEC61G	0.00012952453923512	0.26532579453113	0.667	0.594	1	B progenitor cells 7	SEC61G
YBX31	0.000691021228051472	0.273774641360196	0.77	0.704	1	B progenitor cells 7	YBX3
